0,-0.97512,-0.03924,0.01164
1,-0.97512,-0.03924,0.01164
2,-0.97512,-0.03924,-0.00372
3,-0.96894,-0.0243,-0.01152
4,-0.96894,-0.0243,-0.01152
5,-0.97812,-0.0291,-0.00066
6,-0.97812,-0.0291,-0.03138
7,-0.98352,-0.00312,-0.0375
8,-0.98352,-0.00312,-0.0375
9,-0.98352,-0.00312,-0.0375
10,-0.98352,-0.00312,-0.10938
11,-0.9864,0.0009,-0.11712
12,-0.9864,0.0009,-0.14784
13,-1.00452,0.01308,-0.13854
14,-1.00452,0.01308,-0.13854
15,-0.98916,0.0171,-0.17784
16,-0.98436,0.0171,-0.17784
17,-0.98436,0.0171,-0.17784
18,-0.98436,0.0171,-0.20856
19,-1.00452,0.02268,-0.2007
20,-1.00452,0.02268,-0.24678
21,-1.0338,0.04224,-0.24966
22,-1.0338,0.04224,-0.28038
23,-1.05924,0.0492,-0.28248
24,-1.05924,0.0492,-0.28248
25,-1.05924,0.0492,-0.32418
26,-1.06314,0.05988,-0.32418
27,-1.06314,0.05988,-0.32418
28,-1.06314,0.05988,-0.32418
29,-1.02978,0.04914,-0.36192
30,-1.02978,0.04914,-0.36192
31,-1.02978,0.04914,-0.37728
32,-1.00152,0.05364,-0.37728
33,-1.00152,0.05364,-0.37728
34,-0.96978,0.04782,-0.37728
35,-0.96978,0.04782,-0.36192
36,-0.9708,0.03672,-0.3597
37,-0.9708,0.03672,-0.3597
38,-0.9708,0.03672,-0.3435
39,-0.97368,0.04296,-0.3435
40,-0.97368,0.04296,-0.3435
41,-0.97368,0.04296,-0.32814
42,-0.94056,0.04182,-0.32466
43,-0.94056,0.04182,-0.29394
44,-0.92454,0.06942,-0.30504
45,-0.92454,0.06942,-0.30504
46,-0.92454,0.06942,-0.27432
47,-0.96912,0.09912,-0.27072
48,-0.96912,0.09912,-0.24
49,-1.01592,0.13032,-0.2439
50,-1.01592,0.13032,-0.2439
51,-1.01592,0.13032,-0.2439
52,-1.01592,0.12888,-0.18936
53,-0.9993,0.12888,-0.18936
54,-0.9993,0.12888,-0.18936
55,-0.9993,0.12888,-0.0972
56,-0.97644,0.14862,-0.10674
57,-0.97644,0.14862,-0.01458
58,-0.95556,0.14988,-0.00798
59,-0.95556,0.14988,-0.00798
60,-0.95556,0.14142,-0.0063
61,-0.95556,0.14142,0.11658
62,-0.987,0.15054,0.10926
63,-0.987,0.15054,0.10926
64,-0.987,0.15054,0.10926
65,-0.987,0.1173,0.17586
66,-0.97728,0.1173,0.17586
67,-0.97728,0.1173,0.22194
68,-0.92214,0.06864,0.22944
69,-0.92214,0.06864,0.29088
70,-0.91578,0.04344,0.28464
71,-0.91578,0.04344,0.31536
72,-0.9219,0.01308,0.3204
73,-0.9219,0.01308,0.3204
74,-0.9219,0.01308,0.35112
75,-0.94494,0.00702,0.35112
76,-0.94494,0.00702,0.35112
77,-0.94494,0.00702,0.38184
78,-0.9579,-0.00708,0.37062
79,-0.9579,-0.00708,0.4167
80,-0.95466,-0.03888,0.42594
81,-0.95466,-0.03888,0.4413
82,-0.94278,-0.0669,0.43932
83,-0.94278,-0.0669,0.43932
84,-0.94962,-0.10014,0.41226
85,-0.94962,-0.10014,0.41226
86,-0.94962,-0.10014,0.41226
87,-0.94962,-0.10014,0.3555
88,-0.96276,-0.10542,0.3555
89,-0.96276,-0.10542,0.34014
90,-0.9792,-0.10932,0.3483
91,-0.9792,-0.10932,0.3483
92,-0.95712,-0.1266,0.35028
93,-0.95712,-0.1266,0.35028
94,-0.95712,-0.1266,0.35028
95,-0.96606,-0.14196,0.34926
96,-0.96606,-0.14196,0.34926
97,-0.96606,-0.14196,0.34926
98,-0.91578,-0.15588,0.31356
99,-0.91578,-0.15588,0.31356
100,-0.91578,-0.15588,0.31356
101,-0.91578,-0.15588,0.28452
102,-0.90408,-0.17688,0.28452
103,-0.90408,-0.17688,0.23844
104,-0.89622,-0.1752,0.23526
105,-0.89622,-0.1752,0.2199
106,-0.89808,-0.17586,0.21918
107,-0.89808,-0.17586,0.21918
108,-0.89808,-0.17052,0.2496
109,-0.9021,-0.17052,0.2496
110,-0.9021,-0.17052,0.28032
111,-0.88212,-0.1785,0.28014
112,-0.88212,-0.1785,0.28014
113,-0.88212,-0.1785,0.2955
114,-0.88266,-0.1824,0.29748
115,-0.88266,-0.1824,0.29748
116,-0.89202,-0.18048,0.30096
117,-0.89202,-0.18048,0.30096
118,-0.91824,-0.17004,0.29922
119,-0.91824,-0.17004,0.29922
120,-0.91824,-0.16926,0.26388
121,-0.91332,-0.16926,0.26388
122,-0.91332,-0.16926,0.26388
123,-0.91332,-0.16926,0.24852
124,-0.90672,-0.18348,0.24924
125,-0.90672,-0.18348,0.27996
126,-0.93402,-0.17772,0.28092
127,-0.93402,-0.17772,0.28092
128,-0.91866,-0.1776,0.27744
129,-0.91866,-0.1776,0.32352
130,-0.90528,-0.17766,0.32352
131,-0.90528,-0.17766,0.32352
132,-0.90528,-0.17766,0.32352
133,-0.90528,-0.18924,0.3447
134,-0.90384,-0.18924,0.3447
135,-0.90384,-0.18924,0.3447
136,-0.9006,-0.18894,0.34278
137,-0.9006,-0.18894,0.32742
138,-0.9012,-0.1914,0.3261
139,-0.9012,-0.1914,0.31074
140,-0.92034,-0.18684,0.31218
141,-0.92034,-0.18684,0.31218
142,-0.92034,-0.18684,0.31686
143,-0.91914,-0.19668,0.31686
144,-0.91914,-0.19668,0.31686
145,-0.91914,-0.19668,0.33222
146,-0.91122,-0.1926,0.33414
147,-0.91122,-0.1926,0.36486
148,-0.897,-0.1944,0.36522
149,-0.897,-0.1944,0.38058
150,-0.9012,-0.17904,0.3729
151,-0.9012,-0.17904,0.3729
152,-0.9258,-0.15852,0.35466
153,-0.9258,-0.15852,0.35466
154,-0.9258,-0.15852,0.35466
155,-0.9258,-0.15852,0.35016
156,-0.93744,-0.15606,0.35016
157,-0.93744,-0.15606,0.36552
158,-0.92532,-0.15024,0.35556
159,-0.92532,-0.15024,0.40164
160,-0.9096,-0.13962,0.40008
161,-0.9096,-0.13962,0.41544
162,-0.87756,-0.15798,0.4287
163,-0.87756,-0.15798,0.4287
164,-0.87756,-0.15798,0.38262
165,-0.88026,-0.14718,0.37746
166,-0.88026,-0.14718,0.37746
167,-0.88026,-0.13182,0.33216
168,-0.90684,-0.13518,0.33216
169,-0.90684,-0.13518,0.34752
170,-0.92646,-0.11562,0.33924
171,-0.92646,-0.11562,0.3546
172,-0.89358,-0.12756,0.36738
173,-0.89358,-0.12756,0.36738
174,-0.89358,-0.10926,0.32784
175,-0.90492,-0.10926,0.32784
176,-0.90492,-0.10926,0.32784
177,-0.90492,-0.10926,0.2664
