0,-0.92628,0.22848,0.05916
1,-0.92628,0.22848,0.05916
2,-0.92448,0.22956,0.05376
3,-0.92448,0.22956,0.05376
4,-0.92448,0.22956,0.0657
5,-0.93594,0.22662,0.0657
6,-0.93594,0.22662,0.0657
7,-0.93192,0.21996,0.0648
8,-0.93192,0.21996,0.0648
9,-0.93384,0.21594,0.06648
10,-0.93384,0.21594,0.06648
11,-0.93384,0.22338,0.05112
12,-0.9426,0.22338,0.05112
13,-0.9426,0.22338,0.05112
14,-0.9426,0.22338,0.05112
15,-0.96474,0.22716,0.05568
16,-0.96474,0.22716,0.05568
17,-0.96474,0.22716,0.04032
18,-0.9678,0.22962,0.04158
19,-0.9678,0.22962,0.04158
20,-0.98352,0.22764,0.0423
21,-0.98352,0.22764,0.05766
22,-1.00944,0.22722,0.05628
23,-1.00944,0.22722,0.07164
24,-1.00962,0.21984,0.06858
25,-1.00962,0.21984,0.08394
26,-1.00284,0.21678,0.07914
27,-1.00284,0.21678,0.07914
28,-1.00284,0.20142,0.10458
29,-1.0005,0.20142,0.10458
30,-1.0005,0.20142,0.10458
31,-1.0005,0.20142,0.10458
32,-1.02084,0.20316,0.11412
33,-1.02084,0.20316,0.11412
34,-1.02084,0.20316,0.11412
35,-1.02054,0.1869,0.12102
36,-1.02054,0.1869,0.0903
37,-1.0146,0.18816,0.07992
38,-1.0146,0.18816,0.0492
39,-1.0407,0.1698,0.05094
40,-1.0407,0.1698,0.05094
41,-1.0407,0.16644,0.0282
42,-1.08306,0.16644,0.0282
43,-1.08306,0.16644,0.0282
44,-1.08306,0.16644,0.01284
45,-1.12716,0.1767,0.00708
46,-1.12716,0.1767,-0.00828
47,-1.19328,0.18708,-0.00246
48,-1.19328,0.18708,-0.03318
49,-1.27206,0.22716,-0.03762
50,-1.27206,0.22716,-0.06834
51,-1.33188,0.22416,-0.06834
52,-1.33188,0.22416,-0.06834
53,-1.33188,0.22416,-0.06834
54,-1.33188,0.22182,-0.0837
55,-1.37562,0.22182,-0.0837
56,-1.37562,0.22182,-0.0837
57,-1.38906,0.28122,-0.08796
58,-1.38906,0.28122,-0.0726
59,-1.3683,0.27936,-0.06696
60,-1.3683,0.27936,-0.06696
61,-1.34634,0.28098,-0.0276
62,-1.34634,0.28098,-0.0276
63,-1.34634,0.28098,-0.0276
64,-1.34634,0.28098,0.00126
65,-1.2951,0.2679,0.00126
66,-1.2951,0.2679,0.00126
67,-1.2951,0.2679,0.03198
68,-1.25844,0.23976,0.04296
69,-1.25844,0.23976,0.04296
70,-1.2045,0.22296,0.03294
71,-1.2045,0.22296,0.03294
72,-1.20258,0.17688,0.04212
73,-1.20258,0.17688,0.04212
74,-1.06536,0.12678,0.03828
75,-1.06536,0.12678,0.03828
76,-1.06536,0.12678,0.03828
77,-1.06536,0.12678,0.03006
78,-0.9864,0.063,0.03006
79,-0.9864,0.063,0.0147
80,-0.93294,0.01866,0.00414
81,-0.93294,0.01866,-0.02658
82,-0.87696,-0.04266,-0.02034
